Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,fantasy_points,season,player_type,GS,W,L,SV,IP,ER,ERA,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,IP_numeric
Nolan Gorman,23,648,Maj-NL,St. Louis,119,464.0,406,59,96,17,0,27,76.0,53,1,148,3,0.0,2,5,7,2,0.236,0.328,0.478,0.805,928.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Yasmani Grandal,34,629,Maj-AL,Chicago,118,405.0,363,33,85,14,0,8,33.0,36,1,86,4,0.0,2,11,0,0,0.234,0.309,0.339,0.647,551.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Riley Greene,22,659,Maj-AL,Detroit,99,416.0,378,51,109,19,4,11,37.0,35,0,114,1,0.0,2,7,7,0,0.288,0.349,0.447,0.796,745.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Randal Grichuk,31,629,"Maj-AL,Maj-NL","Colorado,Los Angeles",118,471.0,434,65,116,31,2,16,44.0,29,2,96,6,0.0,2,11,2,2,0.267,0.321,0.459,0.779,830.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Trent Grisham,26,629,Maj-NL,San Diego,153,555.0,469,67,93,31,1,13,50.0,75,0,154,5,4.0,1,7,15,3,0.198,0.315,0.352,0.666,906.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Robbie Grossman,33,602,Maj-AL,Texas,121,440.0,372,57,86,24,1,10,49.0,58,0,108,2,0.0,8,8,1,0,0.231,0.332,0.382,0.714,718.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Vladimir Guerrero Jr.,24,626,Maj-AL,Toronto,158,690.0,609,78,160,31,0,26,94.0,68,5,100,9,0.0,4,23,5,3,0.263,0.343,0.442,0.785,1247.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Lourdes Gurriel Jr.,29,598,Maj-NL,Arizona,162,662.0,617,70,162,38,2,27,93.0,35,2,116,6,1.0,3,23,7,0,0.263,0.307,0.462,0.769,1204.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Yuli Gurriel,39,627,Maj-NL,Miami,109,330.0,299,32,73,16,3,4,27.0,26,3,45,1,0.0,4,13,4,0,0.244,0.303,0.358,0.661,486.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Eric Haase,30,661,Maj-AL,"Cleveland,Detroit",89,293.0,274,22,55,8,1,4,26.0,17,1,81,0,1.0,1,11,4,1,0.201,0.247,0.281,0.528,364.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Garrett Hampson,28,627,Maj-NL,Miami,99,253.0,222,30,61,12,1,3,23.0,23,0,67,3,3.0,2,3,5,0,0.275,0.348,0.378,0.726,416.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Mitch Haniger,32,635,Maj-NL,San Francisco,61,229.0,211,27,44,13,1,6,28.0,15,0,65,2,0.0,1,7,1,0,0.209,0.266,0.365,0.631,354.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Ian Happ,28,630,Maj-NL,Chicago,158,691.0,580,86,144,35,4,21,84.0,99,2,153,6,0.0,6,12,14,3,0.248,0.36,0.431,0.791,1289.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Bryce Harper,30,606,Maj-NL,Philadelphia,139,601.0,499,98,146,29,1,26,80.0,93,10,130,5,0.0,4,12,14,4,0.293,0.406,0.511,0.917,1305.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Michael Harris II,22,618,Maj-NL,Atlanta,142,552.0,518,76,148,33,3,18,57.0,25,1,104,5,1.0,3,8,20,4,0.286,0.323,0.465,0.788,1077.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Ke\'Bryan Hayes,26,630,Maj-NL,Pittsburgh,124,525.0,494,65,134,31,7,15,61.0,28,1,104,0,0.0,3,11,10,6,0.271,0.309,0.453,0.762,962.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Austin Hays,27,620,Maj-AL,Baltimore,147,579.0,531,77,146,37,2,16,67.0,40,1,144,3,0.0,5,12,5,1,0.275,0.326,0.443,0.769,1033.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Jonah Heim,28,598,Maj-AL,Texas,148,572.0,523,66,132,28,0,21,103.0,45,2,106,1,0.0,3,10,3,0,0.252,0.311,0.426,0.738,1044.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Gunnar Henderson,22,620,Maj-AL,Baltimore,153,635.0,572,103,149,29,9,29,84.0,57,1,163,3,0.0,3,10,10,4,0.26,0.329,0.495,0.824,1297.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Enrique Hern\xc3\xa1ndez,31,619,"Maj-AL,Maj-NL","Boston,Los Angeles",143,516.0,473,57,113,23,0,11,63.0,34,1,97,3,0.0,6,17,4,1,0.239,0.291,0.357,0.648,796.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Teoscar Hern\xc3\xa1ndez,30,630,Maj-AL,Seattle,160,678.0,625,70,161,29,2,26,93.0,38,2,211,8,0.0,7,6,7,2,0.258,0.305,0.435,0.741,1186.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Jason Heyward,33,619,Maj-NL,Los Angeles,127,384.0,341,56,90,23,0,15,40.0,34,1,68,3,0.0,3,7,2,2,0.264,0.333,0.463,0.797,697.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Aaron Hicks,33,620,Maj-AL,"Baltimore,New York",96,322.0,277,45,70,9,1,9,41.0,44,1,70,0,0.0,1,3,6,0,0.253,0.354,0.39,0.744,586.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Kyle Higashioka,33,629,Maj-AL,New York,92,260.0,242,24,57,13,0,10,34.0,14,0,74,0,1.0,3,5,0,0,0.236,0.274,0.413,0.687,411.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Nico Hoerner,26,631,Maj-NL,Chicago,150,688.0,619,98,175,27,4,9,68.0,49,0,83,14,1.0,5,12,43,7,0.283,0.346,0.383,0.729,1335.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Andy Ib\xc3\xa1\xc3\xb1ez,30,629,Maj-AL,Detroit,114,383.0,356,42,94,23,2,11,41.0,24,0,69,1,1.0,1,7,1,0,0.264,0.312,0.433,0.744,636.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Jonathan India,26,630,Maj-NL,Cincinnati,119,529.0,454,78,111,23,0,17,61.0,52,0,109,16,0.0,7,13,14,2,0.244,0.338,0.407,0.746,982.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Kyle Isbel,26,631,Maj-AL,Kansas City,91,313.0,292,45,70,22,2,5,34.0,17,0,59,1,1.0,2,5,7,1,0.24,0.282,0.38,0.662,528.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Travis Jankowski,32,598,Maj-AL,Texas,111,297.0,256,36,68,13,1,1,32.0,36,0,42,2,1.0,2,6,19,1,0.266,0.358,0.336,0.694,549.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Danny Jansen,28,659,Maj-AL,Toronto,86,301.0,268,38,61,15,0,17,53.0,23,1,62,10,0.0,0,3,0,0,0.228,0.312,0.474,0.786,580.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Ryan Jeffers,26,619,Maj-AL,Minnesota,102,358.0,305,47,81,15,2,14,43.0,35,1,101,12,4.0,2,7,3,2,0.266,0.362,0.466,0.827,670.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Eloy Jim\xc3\xa9nez,26,630,Maj-AL,Chicago,120,489.0,456,50,124,23,0,18,64.0,30,2,93,1,0.0,2,13,0,0,0.272,0.317,0.441,0.758,834.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Connor Joe,30,629,Maj-NL,Pittsburgh,133,472.0,413,63,102,31,4,11,42.0,50,0,110,8,0.0,1,4,3,5,0.247,0.339,0.421,0.76,806.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Nolan Jones,25,629,Maj-NL,Colorado,106,424.0,367,60,109,22,4,20,62.0,53,3,126,3,0.0,1,1,20,4,0.297,0.389,0.542,0.931,987.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Aaron Judge,31,630,Maj-AL,New York,106,458.0,367,79,98,16,0,37,75.0,88,9,130,0,0.0,3,5,3,1,0.267,0.406,0.613,1.019,1084.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Edouard Julien,24,619,Maj-AL,Minnesota,114,430.0,355,62,94,18,1,17,39.0,69,0,136,2,1.0,3,8,3,0,0.265,0.385,0.465,0.849,801.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Corey Julks,27,663,Maj-AL,Houston,93,323.0,298,35,73,14,0,6,33.0,22,0,75,1,0.0,2,6,15,3,0.245,0.297,0.352,0.65,546.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Josh Jung,25,598,Maj-AL,Texas,139,585.0,543,88,147,29,2,26,78.0,33,0,170,5,0.0,4,11,1,3,0.271,0.316,0.475,0.791,1104.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Jarred Kelenic,23,629,Maj-AL,Seattle,105,416.0,372,44,94,25,2,11,49.0,41,4,132,1,0.0,2,6,13,5,0.253,0.327,0.419,0.746,754.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Tony Kemp,31,636,Maj-AL,Oakland,124,419.0,359,42,75,13,3,5,27.0,44,0,40,6,7.0,3,9,15,4,0.209,0.303,0.304,0.607,614.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Max Kepler,30,619,Maj-AL,Minnesota,135,515.0,461,73,119,24,2,24,66.0,46,0,116,4,0.0,4,9,1,1,0.258,0.328,0.475,0.803,966.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Kevin Kiermaier,33,626,Maj-AL,Toronto,131,414.0,375,58,100,21,6,8,37.0,30,0,88,4,1.0,4,9,14,1,0.267,0.324,0.419,0.743,756.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Ha-Seong Kim,27,629,Maj-NL,San Diego,152,626.0,538,84,140,23,0,17,60.0,75,1,124,3,5.0,5,7,38,9,0.26,0.351,0.398,0.749,1219.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Isiah Kiner-Falefa,28,629,Maj-AL,New York,113,361.0,326,39,79,12,1,6,37.0,28,0,70,3,1.0,3,12,14,5,0.242,0.306,0.34,0.646,592.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Alex Kirilloff,25,620,Maj-AL,Minnesota,93,330.0,290,35,76,14,1,11,41.0,30,1,84,7,0.0,3,2,1,0,0.262,0.342,0.431,0.773,569.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Alejandro Kirk,24,626,Maj-AL,Toronto,125,430.0,378,34,95,16,0,8,43.0,43,1,46,7,0.0,2,21,0,0,0.251,0.337,0.357,0.694,627.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Andrew Knizner,28,629,Maj-NL,St. Louis,70,241.0,224,30,54,11,0,10,31.0,12,0,62,3,1.0,1,8,2,0,0.241,0.288,0.424,0.712,416.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Steven Kwan,25,629,Maj-AL,Cleveland,158,718.0,638,93,171,36,7,5,54.0,70,2,75,3,1.0,6,9,21,3,0.268,0.34,0.37,0.71,1200.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Shea Langeliers,25,630,Maj-AL,Oakland,135,490.0,448,52,92,19,4,22,63.0,34,2,143,5,1.0,2,10,3,2,0.205,0.268,0.413,0.681,811.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Ram\xc3\xb3n Laureano,28,629,Maj-AL,"Cleveland,Oakland",105,404.0,361,46,81,18,4,9,35.0,33,0,114,9,0.0,1,9,12,1,0.224,0.304,0.371,0.676,668.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
DJ LeMahieu,34,629,Maj-AL,New York,136,562.0,497,55,121,22,3,15,44.0,60,2,125,3,0.0,2,14,2,2,0.243,0.327,0.39,0.718,861.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Royce Lewis,24,619,Maj-AL,Minnesota,64,265.0,239,42,72,7,0,19,57.0,24,0,63,2,0.0,0,7,6,1,0.301,0.37,0.569,0.939,643.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Francisco Lindor,29,629,Maj-NL,New York,160,687.0,602,108,153,33,2,31,98.0,66,1,137,12,0.0,7,8,31,4,0.254,0.336,0.47,0.806,1475.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Evan Longoria,37,598,Maj-NL,Arizona,90,291.0,259,28,55,12,0,11,32.0,26,0,94,1,1.0,4,9,0,0,0.212,0.283,0.386,0.669,440.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Nicky Lopez,28,629,"Maj-AL,Maj-NL","Atlanta,Kansas City",93,262.0,225,32,52,8,3,1,25.0,26,0,40,6,4.0,1,3,6,2,0.231,0.326,0.307,0.632,402.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Brandon Lowe,28,639,Maj-AL,Tampa Bay,109,436.0,377,58,87,15,1,21,68.0,50,0,119,6,0.0,3,8,7,0,0.231,0.328,0.443,0.771,842.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Josh Lowe,25,626,Maj-AL,Tampa Bay,137,506.0,470,72,137,33,2,20,83.0,32,2,124,1,0.0,3,6,32,3,0.291,0.336,0.498,0.834,1163.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Nathaniel Lowe,27,598,Maj-AL,Texas,178,796.0,689,99,177,40,3,20,88.0,99,2,187,5,0.0,3,22,1,0,0.257,0.353,0.411,0.764,1353.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Manny Machado,30,631,Maj-NL,San Diego,138,601.0,543,75,140,21,0,30,91.0,50,1,109,2,0.0,6,20,3,2,0.258,0.319,0.462,0.782,1123.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Nick Madrigal,26,644,Maj-NL,Chicago,91,294.0,270,34,71,16,1,2,28.0,10,0,24,9,5.0,0,3,10,2,0.263,0.311,0.352,0.663,476.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Mart\xc3\xadn Maldonado,36,607,Maj-AL,Houston,127,441.0,390,35,73,12,0,15,38.0,34,0,150,4,13.0,0,12,0,0,0.187,0.259,0.333,0.593,570.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Trey Mancini,31,691,Maj-NL,Chicago,79,263.0,235,31,55,12,0,4,28.0,21,1,78,2,0.0,3,5,0,0,0.234,0.299,0.336,0.635,381.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Tucupita Marcano,23,698,Maj-NL,Pittsburgh,75,220.0,202,16,47,12,2,3,18.0,10,0,35,3,3.0,2,2,5,2,0.233,0.276,0.356,0.633,315.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Manuel Margot,28,626,Maj-AL,Tampa Bay,101,343.0,317,39,83,21,1,4,38.0,18,0,57,4,1.0,3,6,9,3,0.262,0.307,0.372,0.679,567.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Brandon Marsh,25,606,Maj-NL,Philadelphia,145,514.0,442,60,125,29,6,13,64.0,63,2,159,4,1.0,4,5,12,2,0.283,0.374,0.464,0.838,996.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Ketel Marte,29,598,Maj-NL,Arizona,167,729.0,642,100,181,33,10,27,93.0,77,2,127,5,0.0,5,17,11,3,0.282,0.361,0.491,0.851,1453.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Starling Marte,34,686,Maj-NL,New York,86,341.0,315,38,78,7,1,5,28.0,16,1,69,8,2.0,0,8,24,4,0.248,0.301,0.324,0.625,588.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
J.D. Martinez,35,619,Maj-NL,Los Angeles,115,491.0,442,62,119,27,2,34,104.0,36,1,153,2,0.0,9,11,1,0,0.269,0.321,0.57,0.891,1072.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Michael Massey,25,629,Maj-AL,Kansas City,129,461.0,428,42,98,18,1,15,55.0,24,0,99,4,1.0,4,3,6,2,0.229,0.274,0.381,0.655,720.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Jorge Mateo,28,620,Maj-AL,Baltimore,118,355.0,323,59,73,16,2,7,35.0,22,0,83,1,5.0,3,8,32,5,0.226,0.275,0.353,0.628,704.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Nick Maton,26,673,Maj-AL,Detroit,93,293.0,249,29,43,9,0,8,32.0,38,1,73,3,1.0,2,4,1,2,0.173,0.288,0.305,0.593,412.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Luis Matos,21,630,Maj-NL,San Francisco,76,253.0,228,24,57,13,1,2,14.0,20,0,33,3,2.0,0,3,3,0,0.25,0.319,0.342,0.661,353.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
James McCann,33,629,Maj-AL,Baltimore,69,226.0,207,25,46,14,0,6,26.0,9,0,57,5,3.0,2,5,3,1,0.222,0.269,0.377,0.646,353.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Jake McCarthy,25,629,Maj-NL,Arizona,99,312.0,276,37,67,7,5,2,16.0,26,0,62,5,4.0,1,4,26,4,0.243,0.318,0.326,0.644,552.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Chas McCormick,28,607,Maj-AL,Houston,123,488.0,431,60,118,17,2,23,73.0,42,0,122,12,1.0,2,3,20,6,0.274,0.353,0.483,0.836,1033.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Andrew McCutchen,36,656,Maj-NL,Pittsburgh,112,473.0,390,55,100,19,0,12,43.0,75,1,100,4,0.0,4,8,11,3,0.256,0.378,0.397,0.776,831.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Zach McKinstry,28,630,Maj-AL,Detroit,148,518.0,464,60,107,21,4,9,35.0,44,0,113,5,2.0,3,3,16,6,0.231,0.302,0.351,0.654,814.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Matt McLain,23,664,Maj-NL,Cincinnati,89,403.0,365,65,106,23,4,16,50.0,31,0,115,7,0.0,0,5,14,5,0.29,0.357,0.507,0.864,872.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Ryan McMahon,28,629,Maj-NL,Colorado,152,627.0,555,80,133,31,3,23,70.0,68,2,198,1,0.0,3,19,5,5,0.24,0.322,0.431,0.753,1100.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Jeff McNeil,31,633,Maj-NL,New York,156,648.0,585,75,158,25,4,10,55.0,39,0,65,18,3.0,3,5,10,0,0.27,0.333,0.378,0.711,1038.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
MJ Melendez,24,629,Maj-AL,Kansas City,148,602.0,533,65,125,29,5,16,56.0,62,2,170,3,0.0,4,4,6,4,0.235,0.316,0.398,0.713,972.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Joey Meneses,31,629,Maj-NL,Washington,154,657.0,611,71,168,36,1,13,89.0,38,0,130,5,0.0,3,15,0,0,0.275,0.321,0.401,0.722,1078.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Whit Merrifield,34,627,Maj-AL,Toronto,146,594.0,548,66,149,27,0,11,67.0,37,2,101,3,0.0,6,15,26,10,0.272,0.318,0.381,0.7,1054.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Jake Meyers,27,629,Maj-AL,Houston,112,341.0,309,42,70,16,1,10,33.0,26,0,88,5,0.0,1,2,5,2,0.227,0.296,0.382,0.678,554.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Owen Miller,26,651,Maj-NL,Milwaukee,90,314.0,291,29,76,17,0,5,27.0,17,1,61,2,0.0,4,6,13,2,0.261,0.303,0.371,0.674,512.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Andruw Monasterio,26,626,Maj-NL,Milwaukee,93,316.0,283,38,73,14,1,3,27.0,28,0,67,3,0.0,2,9,7,2,0.258,0.329,0.346,0.675,500.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Yo\xc3\xa1n Moncada,28,630,Maj-AL,Chicago,92,357.0,334,39,87,20,1,11,40.0,20,0,107,2,0.0,1,6,1,0,0.26,0.305,0.425,0.73,590.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Mickey Moniak,25,630,Maj-AL,Los Angeles,85,323.0,311,35,87,21,2,14,45.0,9,1,113,3,0.0,0,4,6,3,0.28,0.307,0.495,0.802,625.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Elehuris Montero,24,629,Maj-NL,Colorado,85,307.0,284,40,69,15,2,11,39.0,15,0,111,5,0.0,3,5,0,0,0.243,0.29,0.426,0.716,522.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Christopher Morel,24,629,Maj-NL,Chicago,107,429.0,388,62,96,17,3,26,70.0,36,0,133,2,1.0,2,7,6,2,0.247,0.313,0.508,0.821,889.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Gabriel Moreno,23,598,Maj-NL,Arizona,128,450.0,404,39,112,20,1,11,62.0,35,0,95,3,1.0,7,18,6,2,0.277,0.334,0.413,0.747,766.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Ryan Mountcastle,26,620,Maj-AL,Baltimore,118,483.0,434,65,116,22,1,18,70.0,38,1,111,3,0.0,8,13,3,1,0.267,0.325,0.447,0.772,890.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Mike Moustakas,34,630,"Maj-AL,Maj-NL","Colorado,Los Angeles",112,386.0,352,43,87,15,0,12,48.0,23,1,95,3,0.0,8,7,0,0,0.247,0.293,0.392,0.685,609.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Cedric Mullins,28,620,Maj-AL,Baltimore,119,467.0,416,51,94,23,3,15,74.0,43,1,104,1,3.0,4,6,19,3,0.226,0.297,0.404,0.701,881.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Max Muncy,32,619,Maj-NL,Los Angeles,138,591.0,493,97,104,17,1,36,105.0,86,4,157,6,0.0,6,8,1,2,0.211,0.332,0.469,0.8,1196.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Sean Murphy,28,618,Maj-NL,Atlanta,110,445.0,377,65,95,21,0,21,68.0,49,0,100,18,0.0,1,18,0,0,0.252,0.364,0.475,0.839,874.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Josh Naylor,26,629,Maj-AL,Cleveland,121,495.0,452,52,139,31,0,17,97.0,33,9,68,3,0.0,7,11,10,3,0.308,0.354,0.489,0.842,1018.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Zach Neto,22,629,Maj-AL,Los Angeles,84,329.0,289,38,65,17,0,9,34.0,20,0,77,16,1.0,3,5,5,1,0.225,0.308,0.377,0.685,533.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Kevin Newman,29,676,Maj-NL,Cincinnati,74,253.0,225,28,57,16,0,3,28.0,17,0,34,4,2.0,5,7,8,1,0.253,0.311,0.364,0.675,418.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Brandon Nimmo,30,632,Maj-NL,New York,152,682.0,592,89,162,30,6,24,68.0,74,0,146,11,1.0,4,6,3,3,0.274,0.363,0.466,0.829,1243.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Ryan Noda,27,629,Maj-AL,Oakland,128,495.0,406,63,93,22,1,16,54.0,77,1,170,10,0.0,2,4,3,1,0.229,0.364,0.406,0.77,863.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Lars Nootbaar,25,629,Maj-NL,St. Louis,117,503.0,426,74,111,23,1,14,46.0,72,2,99,1,1.0,3,7,11,1,0.261,0.367,0.418,0.784,923.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Ryan O\'Hearn,29,620,Maj-AL,Baltimore,115,373.0,351,48,101,22,1,14,60.0,15,2,83,3,1.0,3,2,5,1,0.288,0.32,0.476,0.796,727.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Tyler O\'Neill,28,644,Maj-NL,St. Louis,72,266.0,238,27,55,14,0,9,21.0,28,0,67,0,0.0,0,5,5,0,0.231,0.312,0.403,0.715,433.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Shohei Ohtani,28,657,Maj-AL,Los Angeles,135,599.0,497,102,151,26,8,44,95.0,91,21,143,3,0.0,3,9,20,6,0.304,0.412,0.654,1.066,1535.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Edward Olivares,27,629,Maj-AL,Kansas City,107,385.0,354,47,93,23,4,12,36.0,22,1,64,7,0.0,2,7,11,5,0.263,0.317,0.452,0.769,708.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Matt Olson,29,618,Maj-NL,Atlanta,166,737.0,624,128,176,27,3,54,139.0,105,8,168,4,0.0,4,13,1,0,0.282,0.387,0.595,0.981,1732.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
James Outman,26,621,Maj-NL,Los Angeles,153,573.0,488,86,120,16,3,23,70.0,69,1,184,12,0.0,4,4,16,3,0.246,0.351,0.432,0.783,1122.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Marcell Ozuna,32,618,Maj-NL,Atlanta,148,607.0,543,85,147,29,1,40,100.0,59,1,138,3,0.0,2,10,0,0,0.271,0.344,0.549,0.893,1278.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Joshua Palacios,27,629,Maj-NL,Pittsburgh,91,264.0,247,26,59,9,2,10,40.0,12,0,56,2,2.0,1,7,5,0,0.239,0.279,0.413,0.692,460.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Isaac Paredes,24,626,Maj-AL,Tampa Bay,145,579.0,500,71,126,25,0,31,98.0,58,0,106,20,0.0,1,11,1,0,0.252,0.352,0.488,0.84,1144.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Vinnie Pasquantino,25,743,Maj-AL,Kansas City,61,260.0,231,24,57,17,0,9,26.0,25,2,31,2,0.0,1,7,0,0,0.247,0.324,0.437,0.762,422.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Joc Pederson,31,629,Maj-NL,San Francisco,121,425.0,358,59,84,14,3,15,51.0,57,6,89,7,0.0,3,12,0,0,0.235,0.348,0.416,0.764,748.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Jeremy Pe\xc3\xb1a,25,607,Maj-AL,Houston,161,676.0,617,82,160,33,3,10,53.0,44,1,135,10,1.0,1,11,13,9,0.259,0.318,0.371,0.69,1074.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
David Peralta,35,619,Maj-NL,Los Angeles,136,428.0,400,47,103,26,1,7,55.0,20,1,73,2,0.0,6,9,4,1,0.258,0.292,0.38,0.672,683.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Geraldo Perdomo,23,598,Maj-NL,Arizona,161,558.0,458,81,114,20,4,8,51.0,71,1,102,6,19.0,4,2,19,6,0.249,0.354,0.362,0.717,971.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Carlos P\xc3\xa9rez,32,630,Maj-AL,Oakland,66,189.0,168,17,38,4,0,6,20.0,13,0,40,4,1.0,3,4,0,0,0.226,0.293,0.357,0.65,272.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Carlos P\xc3\xa9rez,26,629,Maj-AL,Chicago,27,53.0,49,5,10,4,0,1,3.0,4,0,11,0,0.0,0,2,0,0,0.204,0.264,0.347,0.611,69.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
Salvador Perez,33,629,Maj-AL,Kansas City,140,580.0,538,59,137,21,0,23,80.0,19,6,135,13,0.0,8,11,0,0,0.255,0.292,0.422,0.714,956.0,2023,batter,,,,,,,,,,,,,,,,,,,,,
